Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
1621831,Apuesta al amanecer,Arthur Schnitzler,"Schnitzler, Arthur",,"=""8495359138""","=""9788495359131""",4,3.95,Acantilado,Paperback,152,2000,1926,2022/10/23,2022/10/23,,,read,,,,1,0
56271747,Tres,D.A. Mishani,"Mishani, D.A.","Sonia de Pedro, Dror A. Mishani","=""8433980750""","=""9788433980755""",4,3.77,Anagrama,Paperback,272,2021,2018,2022/10/22,2022/10/21,,,read,,,,1,0
61231967,"Todo arde (Todo arde, #1; Universo reina roja, #6)",Juan Gómez-Jurado,"Gómez-Jurado, Juan",Fran Ferriz,"=""8466672478""","=""9788466672474""",4,3.83,Ediciones B,Hardcover,592,2022,2022,2022/10/21,2022/10/18,,,read,Antonia Scott había dejado el listón demasiado alto …,,,1,0
762,Crónica de una muerte anunciada,Gabriel García Márquez,"Márquez, Gabriel García",,"=""1400034957""","=""9781400034956""",4,3.97,Vintage Español,Paperback,118,2003,1981,2022/10/17,2022/10/17,,,read,,,,1,0
23875,El coronel no tiene quien le escriba,Gabriel García Márquez,"Márquez, Gabriel García",José Colaço Barreiros,"=""0307350436""","=""9780307350435""",4,3.80,Plaza & Janés,Paperback,104,2006,1961,2022/10/16,2022/10/16,,,read,,,,1,0
61079475,Las palabras justas,Milena Busquets,"Busquets, Milena",,"=""8433999575""","=""9788433999573""",3,3.40,Anagrama,Paperback,136,2022,2022,2022/10/16,2022/10/15,,,read,,,,1,0
51484920,Almendra,Sohn Won-Pyung,"Won-Pyung, Sohn",Sunme Yoon,"=""8499987915""","=""9788499987910""",4,4.14,Temas de hoy,Paperback,256,2020,2017,2022/10/15,2022/10/14,,,read,,,,1,0
61277726,"Las madres (Elena Blanco, #4)",Carmen Mola,"Mola, Carmen",,"=""8420456020""","=""9788420456027""",4,4.11,Alfaguara,Paperback,464,2022,2022,2022/10/14,2022/10/12,,,read,"He de reconocer que la novela negra es uno de mis géneros favoritos en general y las sagas con inspectores en particular. Tienen el riesgo de caer en la monotonía o no aportar nada nuevo, pero en el caso del fenómeno “Carmen Mola” de momento no ha ocurrido tras cuatro novelas.<br/><br/>Las madres sigue el patrón de ir creciendo en intensidad según vas pasando páginas, e invitándote a ser un “inspector freelance” trazando en tu mente según lees las teorías para intentar resolver el caso por tu cuenta.",,,1,0
62324383,Número dos,David Foenkinos,"Foenkinos, David",Regina López Muñoz,"=""8420463108""","=""9788420463100""",4,3.86,Alfaguara,Paperback,224,2022,2022,2022/10/09,2022/10/08,,,read,"Con Foenkinos he estado de excedencia desde que leí su celebérrimo “La delicadeza” allá por el año 2014. Reconozco que me llamó la atención la portada del libro y de ahí ya me interesé en la sinopsis. Está claro que el marketing que envuelve a este tipo de autores y verlo en todas las estanterías cada vez que pasas por una librería hacen que sea difícil escapar a su lectura.<br/><br/>Es un libro corto, interesante, la lectura más allá del argumento concreto del mismo (La vida del niño que se quedó a las puertas de interpretar a Harry Potter) invita a una reflexión profunda sobre los valores que nos marcamos en la sociedad actual, la vida que pude haber tenido y como pasan los años (que no vuelven) y lo que consideramos éxito (que probablemente no lo sea) y no valoramos lo que tenemos alrededor que es lo que realmente importa.<br/><br/>Creo que todos en algún momento hemos pensado en ese “Harry Potter” que podíamos haber sido…",,,1,0
55908636,Mateo Solo,Evelio Rosero,"Rosero, Evelio",,"=""9584288644""","=""9789584288646""",3,3.92,TusQuets,Paperback,76,2020,,2022/10/10,2022/10/09,,,read,,,,1,0
60233372,La memoria del alambre,Bárbara Blasco,"Blasco, Bárbara",,"=""8411070824""","=""9788411070829""",4,3.75,Tusquets Editores S.A.,Kindle Edition,148,2022,,2022/10/06,2022/10/05,,,read,,,,1,0
43595311,Por qué lloran las ciudades,Elisa Levi,"Levi, Elisa",,"=""8499987125""","=""9788499987125""",4,3.84,Temas de Hoy,Paperback,160,2019,,2022/10/05,2022/10/03,,,read,,,,1,0
61412122,Hazte quien eres: Un código de costumbres (Deusto) (Spanish Edition),Jorge Freire,"Freire, Jorge",,"=""8423433986""","=""9788423433988""",4,3.48,Deusto,Kindle Edition,150,2022,,2022/10/03,2022/10/02,,,read,,,,1,0
6907492,Viaje al pasado,Stefan Zweig,"Zweig, Stefan",Roberto Bravo de la Varga,"=""8496834999""","=""9788496834996""",4,3.81,Acantilado,Paperback,96,2009,1976,2022/09/30,2022/09/30,,,read,,,,1,0
80173,Cartas a un joven poeta,Rainer Maria Rilke,"Rilke, Rainer Maria",José María Valverde Pacheco,"=""842063445X""","=""9788420634456""",3,4.27,Alianza Editorial,Paperback,104,2005,1929,2022/09/30,2022/09/29,,,read,,,,1,0
17305060,Dora Bruder,Patrick Modiano,"Modiano, Patrick","Adolfo García Ortega, Marina Pino","=""8432228427""","=""9788432228421""",3,3.56,Seix Barral,Paperback,128,2009,1997,2022/09/29,2022/09/28,,,read,,,,1,0
34411877,"Santiago, el pajarero",Julio Ramón Ribeyro,"Ribeyro, Julio Ramón",,"=""""","=""""",4,3.67,,Unknown Binding,,,,2022/09/28,2022/09/28,,,read,,,,1,0
44166284,Mona,Pola Oloixarac,"Oloixarac, Pola",,"=""9877690551""","=""9789877690552""",3,3.26,Literatura Random House,Kindle Edition,152,2019,2019,2022/09/27,2022/09/25,,,read,,,,1,0
43585004,Por las azoteas,Julio Ramón Ribeyro,"Ribeyro, Julio Ramón",,"=""""","=""""",3,3.44,,Paperback,11,,,2022/09/26,2022/09/26,,,read,,,,1,0
20857807,Una semana de vacaciones,Christine Angot,"Angot, Christine",Rosa Alapont Calderaro,"=""8433978853""","=""9788433978851""",3,3.00,Editorial Anagrama,Paperback,104,2014,2012,2022/09/25,2022/09/25,,,read,,,,1,0
25693893,Tres historias sublevantes,Julio Ramón Ribeyro,"Ribeyro, Julio Ramón",,"=""""","=""""",4,4.27,Juan Mejía Baca,Paperback,99,1964,1964,2022/09/25,2022/09/24,,,read,,,,1,0
466265,El acontecimiento,Annie Ernaux,"Ernaux, Annie","Berta Corral, Mercedes Corral","=""8483101645""","=""9788483101643""",4,4.30,Tusquets Editores S.A.,Paperback,128,2001,2000,2022/09/24,2022/09/23,,,read,,,,1,0
52291,"Oryx y Crake (MaddAddam, #1)",Margaret Atwood,"Atwood, Margaret",Juanjo Estrella,"=""8466614605""","=""9788466614603""",0,4.00,ADULTOS ANTIGUO,Paperback,432,2004,2003,,2022/09/23,to-read,to-read (#38),to-read,,,,0,0
74421,"El quinto en discordia (Trilogía de Deptford, #1)",Robertson Davies,"Davies, Robertson","Valentí Puig, Natalia Cervera","=""8493431567""","=""9788493431563""",0,4.06,Libros del Asteroide,Paperback,360,2006,1970,,2022/09/23,to-read,to-read (#37),to-read,,,,0,0
6843185,Mimoun,Rafael Chirbes,"Chirbes, Rafael",Denise Laroutis,"=""2743610689""","=""9782743610685""",3,3.59,Rivages,Paperback,154,2003,1988,2022/09/23,2022/09/23,,,read,,,,1,0
50233001,"Invicto: Logra más, sufre menos",Marcos Vázquez García,"García, Marcos Vázquez",,"=""""","=""""",4,4.29,,Unknown Binding,214,2019,2019,2022/09/22,2022/09/12,,,read,,,,1,0
17836799,La escopeta de caza,Yasushi Inoue,"Inoue, Yasushi",Javier Albiñana,"=""8433931229""","=""9788433931221""",3,3.89,Anagrama,Paperback,102,1990,1949,2022/09/21,2022/09/21,,,read,,,,1,0
202413,La perla,John Steinbeck,"Steinbeck, John",David Shannon,"=""8431634790""","=""9788431634797""",4,3.57,Editorial Vicens Vives,Paperback,160,2013,1947,2022/09/20,2022/09/20,,,read,,,,1,0
44655820,Una cumbia sobre la tumba del traidor,Miguel López García,"García, Miguel López",,"=""""","=""""",4,3.80,El tajalápiz,Paperback,211,2018,,2022/09/16,2022/09/04,,,read,,,,1,0
59010763,La parcela,Alejandro Simón Partal,"Partal, Alejandro Simón",,"=""8417417362""","=""9788417417369""",0,3.69,Caballo de Troya,Paperback,208,2021,2021,2022/08/15,2022/08/15,,,read,,,,1,0
60867895,Entre los muertos,Mikel Santiago,"Santiago, Mikel",,"=""8466672192""","=""9788466672191""",4,4.28,Ediciones B,Paperback,477,2022,2022,2022/07/17,2022/07/06,,,read,,,,1,0
57895404,En plena noche,Mikel Santiago,"Santiago, Mikel",,"=""846666968X""","=""9788466669689""",4,4.24,Ediciones B,Paperback,661,2021,2021,2022/07/05,2022/06/27,,,read,,,,1,0
60843094,Amor,Maayan Eitan,"Eitan, Maayan",,"=""8418838299""","=""9788418838293""",3,3.26,Periférica,Paperback,112,2022,2020,2022/06/27,2022/06/26,,,read,,,,1,0
23307900,Tesla y la conspiración de la luz,Miguel Ángel Delgado,"Delgado, Miguel Ángel",,"=""8423348385""","=""9788423348381""",3,3.36,Destino,Paperback,432,2014,2014,2022/06/27,2022/06/26,,,read,,,,1,0
60598945,La ladrona de huesos,Manel Loureiro,"Loureiro, Manel",,"=""8408257331""","=""9788408257332""",4,3.82,Planeta,Paperback,504,2022,2022,2022/06/11,2022/06/11,,,read,,,,1,0
45028173,Hábitos atómicos,James Clear,"Clear, James",,"=""6077476722""","=""9786077476726""",3,4.32,Paidos México,Kindle Edition,339,2019,2018,2022/05/10,2022/04/27,,,read,,,,1,0
6713167,La mecánica del corazón,Mathias Malzieu,"Malzieu, Mathias","Vicenç Tuset, Benjamin Lacombe","=""8439721951""","=""9788439721956""",3,3.59,Mondadori,Paperback,176,2009,2007,2022/04/27,2022/04/25,,,read,,,,1,0
59537531,La ciudad de los vivos,Nicola Lagioia,"Lagioia, Nicola",Xavier González Rovira,"=""8439739214""","=""9788439739210""",4,4.18,Literatura Random House,Paperback,464,2022,2020,2022/04/26,2022/04/23,,,read,,,,1,0
60045960,"El mentalista (Mina Dabiri & Vincent Walder, #1)",Camilla Läckberg,"Läckberg, Camilla","Henrik Fexeus, Claudia Conde","=""8408255193""","=""9788408255192""",3,3.93,Planeta,Hardcover,700,2022,2021,2022/04/21,2022/04/17,,,read,,,,1,0
60467659,Purgatorio,Jon Sistiaga,"Sistiaga, Jon",,"=""8401028213""","=""9788401028212""",4,4.23,Plaza & Janés,Paperback,416,2022,,2022/04/16,2022/04/14,,,read,,,,1,0
59714919,El juego de los crímenes perfectos,Reyes Calderón,"Calderón, Reyes",,"=""8408252895""","=""9788408252894""",4,3.63,Planeta,Hardcover,480,2022,2022,2022/04/14,2022/04/04,,,read,,,,1,0
60674172,Operación Kazán,Vicente Vallés,"Vallés, Vicente",,"=""8467063688""","=""9788467063684""",4,3.86,Espasa,Hardcover,424,2022,,2022/04/13,2022/04/10,,,read,,,,1,0
59800020,El libro de todos los amores,Agustín Fernández Mallo,"Mallo, Agustín Fernández",,"=""843223964X""","=""9788432239649""",4,3.57,Seix Barral,Paperback,248,2022,2022,2022/04/10,2022/04/09,,,read,,,,1,0
60458503,Lugar seguro,Isaac Rosa,"Rosa, Isaac",,"=""8432239836""","=""9788432239830""",4,3.31,Seix Barral,Paperback,312,2022,2022,2022/04/08,2022/04/06,,,read,,,,1,0
12378217,Tres maneras de volcar un barco,Chris  Stewart,"Stewart, Chris",Alicia De Benito Harland,"=""849838298X""","=""9788498382983""",4,3.84,Salamandra,Paperback,184,2010,2009,2022/04/04,2022/04/03,,,read,,,,1,0
41456850,Grand Hotel Europa,Ilja Leonard Pfeijffer,"Pfeijffer, Ilja Leonard",,"=""902952622X""","=""9789029526227""",3,4.04,Uitgeverij De Arbeiderspers,Hardcover,547,2018,2018,2022/04/03,2022/02/27,,,read,,,,1,0
59425339,Otra historia del arte: No pasa nada si no te gustan Las Meninas,Miguel Ángel Cajigal Vera,"Vera, Miguel Ángel Cajigal",,"=""8418051248""","=""9788418051241""",4,3.81,EDICIONES B,Kindle Edition,233,2021,2021,2022/03/30,2022/03/28,,,read,,,,1,0
2551603,Gotán,Juan Gelman,"Gelman, Juan",,"=""""","=""""",4,3.97,La rosa blindada,,35,1965,1962,2022/03/27,2022/03/27,,,read,,,,1,0
57941683,El ocaso de la democracia: La seducción del autoritarismo,Anne Applebaum,"Applebaum, Anne",Francisco José Ramos Mena,"=""8418056584""","=""9788418056581""",4,3.90,Debate,Paperback,200,2021,2020,2022/03/25,2022/03/21,,,read,,,,1,0
55333158,La vida contada por un sapiens a un neandertal,Juan José Millás,"Millás, Juan José",Juan Luis Arsuaga,"=""""","=""""",4,3.99,Alfaguara,Paperback,224,2020,2020,2022/03/21,2022/03/21,,,read,,,,1,0
87186,Territorio comanche,Arturo Pérez-Reverte,"Pérez-Reverte, Arturo",,"=""8422653184""","=""9788422653189""",3,3.87,"Círculo de Lectores, S.A.",Hardcover,128,1995,1994,2022/03/18,2022/03/17,,,read,,,,1,0
17449756,El jardín de los cerezos,Anton Chekhov,"Chekhov, Anton",,"=""""","=""""",4,3.69,,Unknown Binding,57,,1903,2022/03/17,2022/03/17,,,read,,,,1,0
58310750,Vive de forma que te duela marcharte: Una filosofía de vida valiente para dar la vuelta a tu mundo (Spanish Edition),Pablo Arribas,"Arribas, Pablo",,"=""8401027829""","=""9788401027826""",3,3.81,PLAZA & JANÉS,Kindle Edition,249,2021,,2022/03/16,2022/03/07,,,read,,,,1,0
1812108,Relato soñado,Arthur Schnitzler,"Schnitzler, Arthur",,"=""8493065765""","=""9788493065768""",4,3.76,Acantilado,Paperback,132,1999,1926,2022/03/12,2022/03/10,,,read,,,,1,0
59551496,La señora March,Virginia Feito,"Feito, Virginia",,"=""8426409652""","=""9788426409652""",4,3.25,Lumen,Paperback,328,2022,2021,2022/03/07,2022/02/27,,,read,,,,1,0
18809226,Tres veces al amanecer,Alessandro Baricco,"Baricco, Alessandro",Xavier González Rovira,"=""""","=""9789688679913""",4,3.72,Anagrama,Paperback,104,2013,2012,2020/04/04,2020/04/04,,,read,,,,2,0
58754366,Billy Summers,Stephen  King,"King, Stephen",Carlos Milla Soler,"=""8401026369""","=""9788401026362""",4,4.18,Plaza & Janés,Hardcover,648,2021,2021,2021/10/23,2021/10/18,,,read,,,,1,0
16009197,La ratonera,Agatha Christie,"Christie, Agatha","Manuel Broncano, Alberto Fuertes","=""8431690909""","=""9788431690908""",4,3.89,Vicens Vives,Paperback,127,2009,1952,2022/03/02,2022/03/02,,,read,,,,1,0
22735108,"El día que se perdió la cordura, Parte 1",Javier Castillo,"Castillo, Javier",,"=""""","=""""",4,3.96,,Kindle Edition,71,2014,,2017/03/04,2017/02/28,,,read,,,,1,0
60109963,Obra maestra,Juan Tallón,"Tallón, Juan",,"=""8433999419""","=""9788433999412""",4,3.72,Editorial Anagrama S.A.,Paperback,328,2022,2022,2022/02/24,2022/02/21,,,read,,,,1,0
59723534,"El mal dormir. Un ensayo sobre el sueño, la vigilia y el cansancio",David Jiménez Torres,"Torres, David Jiménez",,"=""8417977945""","=""9788417977948""",3,3.53,Libros del Asteroide,Paperback,160,2022,2022,2022/02/21,2022/02/20,,,read,,,,1,0
59957899,Love Song,Carlos Zanón,"Zanón, Carlos",,"=""8418363762""","=""9788418363764""",3,3.16,Salamandra,Paperback,352,2022,,2022/02/19,2022/02/10,,,read,,,,1,0
59732006,Una historia ridícula,Luis Landero,"Landero, Luis",,"=""8411070697""","=""9788411070690""",4,3.48,Tusquets,Paperback,288,2022,2022,2022/02/14,2022/02/14,,,read,,,,1,0
53662682,Ichigo-ichie: A arte japonesa de transformar cada instante em um momento precioso (Portuguese Edition),Héctor  García,"García, Héctor",Francesc Miralles,"=""8543107423""","=""9788543107424""",4,3.94,Editora Sextante,Kindle Edition,140,2019,2018,2021/04/15,2021/04/14,,,read,,,,1,0
58687418,Historia de Shuggie Bain,Douglas   Stuart,"Stuart, Douglas",Francisco González López,"=""8418342366""","=""9788418342363""",4,4.30,Sexto Piso,Paperback,511,2021,2020,2022/02/10,2022/02/02,,,read,,,,1,0
60108737,Sed,Amélie Nothomb,"Nothomb, Amélie",Sergi Pàmies,"=""8433981102""","=""9788433981103""",3,3.65,Anagrama,Paperback,128,2022,2019,2022/02/09,2022/02/09,,,read,,,,1,0
36059802,Pequeños fuegos por todas partes,Celeste Ng,"Ng, Celeste",Pablo Sauras,"=""849065350X""","=""9788490653500""",4,4.07,Alba,Paperback,357,2017,2017,2018/02/13,2018/02/12,,,read,"Me ha gustado mucho esta escritora, no la conocía y buscaré otras obras suyas. Una historia interesante, bien hilvanada y con unos tiempos más que correctos. ",,,1,0
30296572,Viajar ligero: La vida con equipaje de mano,Gabriele Romagnoli,"Romagnoli, Gabriele",,"=""8416222290""","=""9788416222292""",4,3.56,Ático de los Libros,Kindle Edition,100,2016,2015,2022/02/06,2022/02/06,,,read,,,,1,0
59708201,"El libro negro de las horas (Kraken, #1)",Eva García Sáenz de Urturi,"Urturi, Eva García Sáenz de",,"=""8408252852""","=""9788408252856""",4,4.05,Planeta,Hardcover,384,2022,2022,2022/02/05,2022/02/02,,,read,,,,1,0
58554246,Vatio,Alfonso J. Ussía,"Ussía, Alfonso J.",Ray Loriga,"=""""","=""""",4,3.67,Coba Fina,Kindle Edition,237,2021,,2022/02/02,2022/01/29,,,read,,,,1,0
58961582,El método Catalanotti (Comisario Montalbano #31),Andrea Camilleri,"Camilleri, Andrea",Carlos Mayor Ortega,"=""8418363312""","=""9788418363313""",3,3.87,Salamandra,Kindle Edition,272,2021,2018,2022/01/27,2022/01/25,,,read,,,,1,0
59237846,No-cosas: Quiebras del mundo de hoy,Byung-Chul Han,"Han, Byung-Chul",Joaquín Chamorro Mielke,"=""843062435X""","=""9788430624355""",3,3.83,Taurus,Kindle Edition,109,2021,2021,2022/01/24,2022/01/23,,,read,,,,1,0
56644361,Hamnet,Maggie O'Farrell,"O'Farrell, Maggie",Concha Cardeñoso,"=""8417977589""","=""9788417977580""",4,4.21,Libros del Asteroide,Paperback,352,2021,2020,2022/01/24,2022/01/22,,,read,,,,1,0
56583259,Tienes que mirar,Anna Starobinets,"Starobinets, Anna","Viktoria Leftérova, Enrique Maldonado","=""""","=""""",3,4.52,Impedimenta,Paperback,192,2021,2017,2022/01/22,2022/01/21,,,read,,,,1,0
56257310,El huerto de Emerson,Luis Landero,"Landero, Luis",,"=""8490668485""","=""9788490668481""",4,3.58,Tusquets,Paperback,240,2021,2021,2022/01/21,2022/01/21,,,read,,,,1,0
54761365,La puerta,Manel Loureiro,"Loureiro, Manel",,"=""8408233203""","=""9788408233206""",4,3.78,Planeta,Paperback,352,2020,,2022/01/20,2022/01/18,,,read,,,,1,0
56591408,Las gratitudes,Delphine de Vigan,"Vigan, Delphine de",Pablo Martín Sánchez,"=""8433980831""","=""9788433980830""",5,4.34,Anagrama,Paperback,176,2021,2019,2022/01/20,2022/01/19,,,read,,,,1,0
59246121,Hermanito,Ibrahima Balde,"Balde, Ibrahima",Amets Arzallus Antia,"=""841873342X""","=""9788418733420""",5,4.37,Blackie Books,Paperback,144,2021,2021,2022/01/18,2022/01/17,,,read,,,,1,0
55811396,Feria,Ana Iris Simón,"Simón, Ana Iris",,"=""8412226720""","=""9788412226720""",3,3.55,Círculo de Tiza,Paperback,232,2020,2020,2022/01/17,2022/01/16,,,read,,,,1,0
58057805,El asesino inconformista,Carlos Bardem,"Bardem, Carlos",,"=""8401027152""","=""9788401027154""",4,3.69,Plaza y Janés,Paperback,384,2021,,2022/01/16,2022/01/13,,,read,,,,1,0
59357714,Golpes de luz,Ledicia Costas,"Costas, Ledicia",,"=""8423360407""","=""9788423360406""",4,4.12,Destino,Paperback,288,2021,2021,2022/01/13,2022/01/12,,,read,,,,1,0
57214772,"La vida secreta de Úrsula Bas (Abad y Barroso, #2)",Arantza Portabales,"Portabales, Arantza",,"=""8426409105""","=""9788426409102""",4,4.19,Lumen,Paperback,450,2021,2021,2022/01/12,2022/01/11,,,read,,,,1,0
58948767,Buena mar,Antonio Lucas,"Lucas, Antonio",,"=""8420460710""","=""9788420460710""",4,3.78,Alfaguara,Paperback,209,2021,2021,2022/01/11,2022/01/10,,,read,,,,1,0
58559232,Agnes,Javier Peña,"Peña, Javier",,"=""8418733365""","=""9788418733369""",4,3.56,Blackie Books,Paperback,288,2021,2021,2022/01/10,2022/01/08,,,read,,,,1,0
10512157,Un mes en el campo,J.L. Carr,"Carr, J.L.",,"=""""","=""""",3,4.08,Pre-Textos,Paperback,136,2004,1980,2022/01/08,2022/01/07,,,read,,,,1,0
50272339,Poeta chileno,Alejandro Zambra,"Zambra, Alejandro",,"=""8433998935""","=""9788433998934""",4,4.35,Anagrama,Paperback,421,2020,2020,2022/01/07,2022/01/01,,,read,,,,1,0
57398262,Los nombres propios,Marta Jiménez Serrano,"Serrano, Marta Jiménez",,"=""8418342250""","=""9788418342257""",3,4.29,Editorial Sexto Piso,Paperback,236,2021,2021,2021/12/30,2021/12/27,,,read,,,,1,0
36836759,La gran nevada: un cuento de Navidad para cualquier día del año,Holden Centeno,"Centeno, Holden",,"=""8403519109""","=""9788403519107""",3,3.71,Aguilar,Kindle Edition,18,2017,,2021/12/27,2021/12/27,,,read,,,,1,0
44527649,Candela,Juan del Val,"Val, Juan del",,"=""""","=""""",3,3.41,Espasa,Kindle Edition,256,2019,2019,2021/12/26,2021/12/26,,,read,,,,1,0
52448947,El caso Hartung,Søren Sveistrup,"Sveistrup, Søren",,"=""8417771859""","=""9788417771850""",4,4.21,Waldhuter,Paperback,,2014,2019,2021/12/26,2021/12/12,,,read,,,,1,0
56022497,Delparaíso,Juan del Val,"Val, Juan del",,"=""8467061138""","=""9788467061130""",3,3.09,Espasa,Paperback,320,2021,2021,2021/12/20,2021/12/20,,,read,,,,1,0
59363598,Dientes rojos,Jesús Cañadas,"Cañadas, Jesús",Elisa McCausland,"=""8412382706""","=""9788412382709""",4,3.86,Obscura,Paperback,366,2021,2021,2021/12/06,2021/11/28,,,read,,,,1,0
56799394,Humo,José Ovejero,"Ovejero, José",,"=""""","=""""",4,3.87,Galaxia Gutenberg,Kindle Edition,144,2021,2021,2021/11/28,2021/11/28,,,read,,,,1,0
65049,El afgano,Frederick Forsyth,"Forsyth, Frederick",,"=""030739106X""","=""9780307391063""",3,3.77,Plaza y Janes,Paperback,336,2007,2006,2021/11/27,2021/11/21,,,read,,,,1,0
58977018,La capacidad de amar del señor Königsberg,Juan Jacinto Muñoz-Rengel,"Muñoz-Rengel, Juan Jacinto",,"=""8413624800""","=""9788413624808""",4,3.47,Alianza de Novelas,Paperback,208,2021,2021,2021/11/25,2021/11/22,,,read,,,,1,0
766,Memoria de mis putas tristes,Gabriel García Márquez,"Márquez, Gabriel García",,"=""1400095808""","=""9781400095803""",4,3.58,Vintage Español,Paperback,109,2004,2004,2017/08/01,2017/07/31,,,read,,,,1,0
32865842,Misterio en el camino,Rocío Rueda,"Rueda, Rocío",,"=""0190508035""","=""9780190508036""",3,2.47,Oxford,Paperback,210,2016,,2021/11/21,2021/11/21,,,read,,,,1,0
58956328,Por si las voces vuelven,Ángel  Martín,"Martín, Ángel",,"=""8408249215""","=""9788408249214""",3,3.97,Editorial Planeta,Paperback,254,2021,2021,2021/11/21,2021/11/20,,,read,,,,1,0
59430811,Últimos días en Berlín,Paloma Sánchez-Garnica,"Sánchez-Garnica, Paloma",,"=""8408249851""","=""9788408249856""",4,4.48,Planeta,Hardcover,648,2021,2021,2021/11/19,2021/11/17,,,read,,,,1,0
58539016,Nunca,Ken Follett,"Follett, Ken",,"=""1644734826""","=""9781644734827""",4,4.09,Plaza & Janes,Paperback,848,2021,2021,2021/11/17,2021/11/13,,,read,,,,1,0
59430776,La bestia,Carmen Mola,"Mola, Carmen",,"=""8408249843""","=""9788408249849""",4,3.76,Planeta,Hardcover,544,2021,2021,2021/11/12,2021/11/07,,,read,,,,1,0
58372294,Los vencejos,Fernando Aramburu,"Aramburu, Fernando",,"=""8490669988""","=""9788490669983""",4,3.70,Tusquets,Paperback,704,2021,2021,2021/11/07,2021/10/27,,,read,,,,1,0
17436261,Middlesex,Jeffrey Eugenides,"Eugenides, Jeffrey",Benito Gómez Ibáñez,"=""8433976990""","=""9788433976994""",5,4.04,Editorial Anagrama,Mass Market Paperback,680,2012,2002,2021/05/06,2021/04/25,,,read,,,,1,0
58347017,Los extraños,Jon Bilbao,"Bilbao, Jon",,"=""841755386X""","=""9788417553869""",3,3.20,Impedimenta,Paperback,144,2021,2021,2021/11/03,2021/11/02,,,read,,,,1,0
22384535,La lotería,Shirley Jackson,"Jackson, Shirley",,"=""""","=""""",4,4.04,Ciudad Seva,ebook,10,,1948,2021/11/02,2021/11/02,,,read,,,,1,0
58749251,Diferente,Eloy Moreno,"Moreno, Eloy",,"=""8466670459""","=""9788466670456""",5,4.37,Ediciones B,Hardcover,392,2021,,2021/10/30,2021/10/28,,,read,,,,1,0
39690043,El tapiz amarillo,Charlotte Perkins Gilman,"Gilman, Charlotte Perkins",,"=""""","=""""",4,4.07,,Kindle Edition,40,2018,1892,2021/10/28,2021/10/28,,,read,,,,1,0
42422235,Las trincheras de la esperanza,Antonio Pampliega,"Pampliega, Antonio",,"=""8499427324""","=""9788499427324""",3,4.45,Ediciones Península,Paperback,328,2018,,2021/10/25,2021/10/24,,,read,,,,1,0
200346,El elogio de la sombra,Jun'ichirō Tanizaki,"Tanizaki, Jun'ichirō",Julia Escobar,"=""8478442588""","=""9788478442584""",4,4.00,Siruela,Paperback,96,2025,1933,2021/10/24,2021/10/24,,,read,,,,1,0
58261853,De ninguna parte,Julia Navarro,"Navarro, Julia",,"=""8401024935""","=""9788401024931""",4,3.98,Plaza & Janés,Kindle Edition,416,2021,2022,2021/10/18,2021/10/16,,,read,,,,1,0
58433415,La casa al final de Needless Street,Catriona Ward,"Ward, Catriona","Cristina Macía, Octavi Segarra","=""""","=""9788413624501""",4,3.81,Alianza Runas,Paperback,320,2021,2021,2021/10/16,2021/10/14,,,read,,,,1,0
58355594,El italiano,Arturo Pérez-Reverte,"Pérez-Reverte, Arturo",,"=""8420460508""","=""9788420460505""",4,4.05,ALFAGUARA,Kindle Edition,400,2021,2021,2021/10/14,2021/10/13,,,read,,,,1,0
58516312,Primera persona del singular,Haruki Murakami,"Murakami, Haruki",Juan Francisco González Sánchez,"=""841107014X""","=""9788411070140""",3,3.53,Tusquets,Paperback,288,2021,2020,2021/10/12,2021/10/12,,,read,,,,1,0
58302078,Volver a dónde,Antonio Muñoz Molina,"Molina, Antonio Muñoz",,"=""8432239046""","=""9788432239045""",4,3.63,Seix Barral,Paperback,352,2021,2021,2021/10/12,2021/10/06,,,read,,,,1,0
12182084,La analfabeta. Un relato autobiográfico,Ágota Kristóf,"Kristóf, Ágota",Julio Peradejordi,"=""8497773322""","=""9788497773324""",4,4.14,Obelisco,Paperback,80,2006,2004,2018/05/07,2018/05/06,,,read,,,,1,0
58393686,Astillas en la piel,César Pérez Gellida,"Gellida, César Pérez",,"=""8491296123""","=""9788491296126""",4,3.88,SUMA,Paperback,448,2021,2021,2021/09/27,2021/09/18,,,read,,,,1,0
57515385,Los días perfectos,Jacobo Bergareche,"Bergareche, Jacobo",,"=""8417977627""","=""9788417977627""",4,3.70,Libros del Asteroide,Paperback,184,2021,2021,2021/09/15,2021/09/12,,,read,,,,1,0
18453734,Lo que encontré bajo el sofá,Eloy Moreno,"Moreno, Eloy",,"=""8467035021""","=""9788467035025""",3,3.79,Espasa,Paperback,320,2013,2013,2021/09/12,2021/09/11,,,read,,,,1,0
38589773,My World,Peter Sagan,"Sagan, Peter",John Deering,"=""1787290344""","=""9781787290341""",3,3.71,Yellow Jersey Press,Paperback,320,2018,2018,2021/09/08,2021/09/01,,,read,,,,1,0
